Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque
Ford,Bronco Sport,1.5L EcoBoost / 2.0L EcoBoost,"1,500 - 2,000 cc",181.0,185.0,7.0 sec,26000.0,Petrol,5.0,250.0
Ford,F-150,3.3L V6 / 5.0L V8 / 3.5L EcoBoost,"3,300 - 5,000 cc",290.0,200.0,5.0 - 6.5 sec,35000.0,Petrol/Diesel,5.0,400.0
Ford,F-250 Super Duty,6.2L V8 / 7.3L V8 / 6.7L Turbo-Diesel,"6,200 - 7,300 cc",385.0,180.0,6.5 - 7.0 sec,40000.0,Petrol/Diesel,5.0,700.0
Ford,F-350 Super Duty,6.7L Turbo-Diesel / 7.3L V8,"6,700 - 7,300 cc",450.0,180.0,7.0 - 8.0 sec,45000.0,Diesel,5.0,430.9790444258173
Ford,Maverick,2.5L Hybrid / 2.0L EcoBoost,"2,500 - 2,000 cc",191.0,180.0,6.5 - 8.0 sec,22000.0,Hybrid/Petrol,5.0,250.0
Ford,Ranger,2.3L Turbo Inline-4 / 2.7L V6,"2,300 - 2,700 cc",270.0,180.0,6.0 - 7.0 sec,25000.0,Petrol/Diesel,5.0,400.0
Ford,Mustang Mach-E,Electric Motor,Battery (68-98 kWh),290.0,180.0,3.5 sec (GT Model),43000.0,Electric,5.0,430.9790444258173
Ford,F-150 Lightning,Electric Motor,Battery (98 kWh),452.0,180.0,4.5 sec,40000.0,Electric,5.0,1051.0
Ford,Escape Hybrid,2.5L Inline-4 + Electric,"2,500 cc",200.0,180.0,7.7 sec,28000.0,Hybrid,5.0,430.9790444258173
Ford,Explorer Hybrid,3.3L V6 + Electric,"3,300 cc",318.0,180.0,7.5 sec,50000.0,Hybrid,7.0,500.0
Ford,Mustang,5.0L V8,"5,000 cc",450.0,250.0,4.3 sec,55000.0,Petrol,4.0,530.0
Ford,GT,3.5L Twin-Turbo V6,"3,500 cc",660.0,348.0,3.0 sec,500000.0,Petrol,2.0,746.0
Ford,Focus ST,2.3L Turbo Inline-4,"2,300 cc",280.0,250.0,5.7 sec,30000.0,Petrol,5.0,420.0
Ford,Fiesta ST,1.5L Turbo Inline-3,"1,500 cc",200.0,230.0,6.5 sec,23000.0,Petrol,5.0,290.0
Ford,Bronco Raptor,3.0L Twin-Turbo V6,"3,000 cc",400.0,220.0,5.5 sec,70000.0,Petrol,4.0,583.0
Ford,Ranger Raptor,2.7L Twin-Turbo V6,"2,700 cc",392.0,200.0,6.0 sec,45000.0,Petrol,5.0,583.0
Ford,F-150 Raptor,3.5L Twin-Turbo V6,"3,500 cc",450.0,200.0,5.0 sec,70000.0,Petrol,5.0,691.0
Ford,Puma,Turbocharged Inline-3,"1,000 cc",123.0,191.0,9.6 sec,28000.0,Petrol,5.0,200.0
Ford,Territory,Turbocharged Inline-4,"1,500 cc",140.0,180.0,11.0 sec,32000.0,Petrol,5.0,225.0
Ford,Everest,Turbocharged Inline-4,"2,000 cc",210.0,190.0,10.5 sec,52000.0,Diesel,7.0,500.0
Ford,Flex,Naturally Aspirated V6,"3,500 cc",287.0,200.0,7.9 sec,31000.0,Petrol,7.0,345.0
Ford,Transit,EcoBlue Turbo Diesel,"2,000 cc",170.0,160.0,12.0 sec,43455.0,Diesel,5.0,405.0
Ford,Transit Connect,Inline-4 Gasoline Engine,"2,000 cc",162.0,175.0,10.5 sec,29365.0,Petrol,5.0,200.0
Ford,F-450 Super Duty,Turbocharged V8 Diesel,"6,700 cc",475.0,165.0,8.5 sec,61625.0,Diesel,5.0,430.9790444258173
Ford,F-550 Super Duty,Turbocharged V8 Diesel,"6,700 cc",475.0,165.0,8.8 sec,64540.0,Diesel,5.0,430.9790444258173
Ford,Mustang Shelby GT500,Supercharged V8,"5,200 cc",760.0,290.0,3.5 sec,79420.0,Petrol,2.0,847.0
Ford,Mustang Shelby GT350,Naturally Aspirated V8,"5,200 cc",526.0,280.0,4.0 sec,59140.0,Petrol,2.0,582.0
Ford,F-150 Platinum,Turbocharged V6,"3,500 cc",400.0,180.0,6.5 sec,64695.0,Petrol,5.0,678.0
Ford,F-150 Limited,Turbocharged V6,"3,500 cc",450.0,190.0,6.1 sec,84910.0,Petrol,5.0,678.0
Ford,Explorer Platinum,Turbocharged V6,"3,000 cc",400.0,230.0,6.0 sec,56505.0,Petrol,7.0,563.0
Ford,Expedition King Ranch,Turbocharged V6,"3,500 cc",440.0,210.0,6.8 sec,79560.0,Petrol,5.0,691.0
Ford,Transit Custom,EcoBlue Turbo Diesel,"2,000 cc",130.0,160.0,12.5 sec,35000.0,Diesel,5.0,385.0
Ford,E-Series Cutaway,V8 Gasoline Engine,"7,300 cc",350.0,140.0,13.0 sec,36000.0,Petrol,2.0,569.0
Ford,Transit Chassis Cab,EcoBlue Turbo Diesel,"2,000 cc",170.0,160.0,11.5 sec,37000.0,Diesel,2.0,405.0
Ford,Transit Electric (E-Transit),Electric Motor,89 kWh (Electric),266.0,140.0,9.0 sec,52000.0,Electric,5.0,430.0
Ford,Explorer Plug-in Hybrid,V6 Hybrid + Electric Motor,"3,000 cc (petrol) + Electric Motor",457.0,225.0,6.0 sec,53000.0,Hybrid,7.0,825.0
Ford,Maverick Hybrid,I4 Hybrid,"2,500 cc (petrol) + Electric Motor",191.0,180.0,7.8 sec,25000.0,Hybrid,5.0,210.0
Ford,Mustang (2024),V8 Gasoline Engine,"5,000 cc",450.0,250.0,4.5 sec,60000.0,Petrol,4.0,570.0
Ford,Ranger (2024),I4 Turbo Diesel,"2,000 cc",210.0,180.0,8.0 sec,40000.0,Diesel,5.0,500.0
Ford,Escape Plug-in Hybrid (2024),I4 Hybrid,"2,500 cc (petrol) + Electric Motor",221.0,190.0,7.5 sec,38000.0,Hybrid,5.0,210.0
Ford,Bronco (2024),V6 EcoBoost,"2,700 cc",310.0,200.0,6.7 sec,45000.0,Petrol,5.0,542.0
Ford,Explorer (2024),V6 Turbocharged,"3,000 cc",400.0,230.0,5.9 sec,55000.0,Petrol,7.0,563.0
Mitsubishi,Mirage,1.2L MIVEC,"1,200 cc",78.0,170.0,12.0 sec,16000.0,Petrol,5.0,100.0
Mitsubishi,Mirage G4,1.2L MIVEC,"1,200 cc",78.0,170.0,12.0 sec,17000.0,Petrol,5.0,100.0
Mitsubishi,Outlander,2.5L 4-Cylinder,"2,500 cc",181.0,190.0,9.5 sec,28000.0,Petrol,7.0,245.0
Mitsubishi,Outlander PHEV,2.4L Hybrid,"2,400 cc / 20 kWh battery",248.0,170.0,10.5 sec,39000.0,Hybrid,5.0,300.0
Mitsubishi,Eclipse Cross,1.5L Turbo,"1,500 cc",152.0,180.0,9.8 sec,25000.0,Petrol,5.0,250.0
Mitsubishi,ASX (Outlander Sport),2.0L MIVEC,"2,000 cc",148.0,190.0,10.0 sec,23000.0,Petrol,5.0,197.0
Mitsubishi,Pajero,3.2L Diesel Turbo,"3,200 cc",189.0,180.0,10.5 sec,40000.0,Diesel,7.0,441.0
Mitsubishi,Pajero Sport,2.4L Diesel Turbo,"2,400 cc",181.0,180.0,11.0 sec,35000.0,Diesel,7.0,430.0
Mitsubishi,Triton (L200),2.4L Diesel Turbo,"2,400 cc",181.0,177.0,10.5 sec,25000.0,Diesel,5.0,430.0
Mitsubishi,Lancer Evolution X,2.0L Turbocharged,"2,000 cc",291.0,240.0,5.0 sec,40000.0,Petrol,5.0,407.0
Mitsubishi,i-MiEV (Electric),Electric Motor,16 kWh battery,66.0,130.0,15.0 sec,23000.0,Electric,4.0,196.0
Mitsubishi,Xpander,1.5L MIVEC,"1,500 cc",105.0,170.0,13.5 sec,20000.0,Petrol,7.0,141.0
Mitsubishi,Delica D:5,2.2L Diesel Turbo,"2,200 cc",145.0,175.0,11.0 sec,35000.0,Diesel,7.0,360.0
Mitsubishi,Colt,1.1L / 1.5L MIVEC,"1,100 - 1,500 cc",75.0,180.0,9.0 - 12.0 sec,15000.0,Petrol,5.0,100.0
Mitsubishi,Grandis,2.4L MIVEC,"2,400 cc",165.0,190.0,11.0 sec,25000.0,Petrol,7.0,217.0
Mitsubishi,Outlander Black Edition,2.5L 4-Cylinder,"2,500 cc",181.0,190.0,9.5 sec,32000.0,Petrol,7.0,245.0
Mitsubishi,Outlander SEL,2.5L 4-Cylinder,"2,500 cc",181.0,190.0,9.5 sec,31000.0,Petrol,7.0,245.0
Mitsubishi,Outlander SE,2.5L 4-Cylinder,"2,500 cc",181.0,190.0,9.5 sec,29000.0,Petrol,7.0,245.0
Mitsubishi,Eclipse Cross Black Edition,1.5L Turbo,"1,500 cc",152.0,180.0,9.8 sec,28000.0,Petrol,5.0,250.0
Mitsubishi,ASX Exceed,2.0L MIVEC,"2,000 cc",148.0,190.0,10.0 sec,26000.0,Petrol,5.0,197.0
Mitsubishi,Triton Athlete,2.4L Diesel Turbo,"2,400 cc",181.0,177.0,10.5 sec,27000.0,Diesel,5.0,430.0
Mitsubishi,Pajero Final Edition,3.2L Diesel Turbo,"3,200 cc",189.0,180.0,10.5 sec,45000.0,Diesel,7.0,441.0
Mitsubishi,L200 Barbarian X,2.4L Diesel Turbo,"2,400 cc",181.0,177.0,10.5 sec,30000.0,Diesel,5.0,430.0
Mitsubishi,Space Star,1.2L MIVEC,"1,200 cc",78.0,170.0,12.0 sec,15000.0,Petrol,5.0,100.0
Mitsubishi,Lancer EX,1.6L MIVEC / 2.0L,"1,600 - 2,000 cc",117.0,200.0,10.0 sec,20000.0,Petrol,5.0,154.0
Mitsubishi,Montero Sport,2.4L Diesel Turbo,"2,400 cc",181.0,180.0,11.0 sec,35000.0,Diesel,7.0,430.0
Mitsubishi,Attrage,1.2L MIVEC,"1,200 cc",78.0,170.0,12.5 sec,15000.0,Petrol,5.0,100.0
Mitsubishi,RVR SE,2.0L MIVEC,"2,000 cc",148.0,190.0,10.5 sec,23000.0,Petrol,5.0,197.0
Mitsubishi,Delica Van,2.0L Diesel / 2.2L Diesel,"2,000 - 2,200 cc",145.0,175.0,11.5 sec,30000.0,Diesel,7.0,360.0
Mitsubishi,Canter (Truck),3.0L Diesel,"3,000 cc",150.0,120.0,,35000.0,Diesel,2.0,370.0
Mitsubishi,Lancer GLX,1.6L MIVEC,"1,600 cc",115.0,190.0,11.5 sec,17000.0,Petrol,5.0,154.0
Mitsubishi,Pajero GLS,3.2L Diesel Turbo,"3,200 cc",189.0,180.0,10.5 sec,45000.0,Diesel,7.0,441.0
Mitsubishi,Xpander Cross,1.5L MIVEC,"1,500 cc",105.0,170.0,12.0 sec,20000.0,Petrol,7.0,141.0
Mitsubishi,Eclipse Cross PHEV,2.4L PHEV,"2,400 cc",188.0,180.0,10.5 sec,35000.0,Plug-in Hybrid,5.0,199.0
Mitsubishi,Outlander ES,2.5L 4-Cylinder,"2,500 cc",181.0,190.0,9.5 sec,28000.0,Petrol,7.0,245.0
Mitsubishi,Montero GLX,2.4L Diesel Turbo,"2,400 cc",181.0,180.0,11.0 sec,35000.0,Diesel,7.0,430.0
Mitsubishi,Triton GLX-R,2.4L Diesel Turbo,"2,400 cc",181.0,177.0,10.5 sec,27000.0,Diesel,5.0,430.0
Mitsubishi,ASX Dynamic,2.0L MIVEC,"2,000 cc",148.0,190.0,10.0 sec,25000.0,Petrol,5.0,197.0
Mitsubishi,Mirage ES,1.2L MIVEC,"1,200 cc",78.0,170.0,12.5 sec,15000.0,Petrol,5.0,100.0
Mitsubishi,Outlander LE,2.5L 4-Cylinder,"2,500 cc",181.0,190.0,9.5 sec,30000.0,Petrol,7.0,245.0
Mitsubishi,Fuso Fighter (Truck),7.5L Diesel,"7,500 cc",240.0,120.0,,70000.0,Diesel,2.0,686.0
Mitsubishi,Fuso Canter Eco Hybrid,3.0L Diesel Hybrid,"3,000 cc",150.0,120.0,,50000.0,Diesel Hybrid,2.0,370.0
Mitsubishi,Space Runner,1.8L MIVEC,"1,800 cc",140.0,185.0,10.5 sec,20000.0,Petrol,5.0,170.0
Mitsubishi,Toppo BJ,0.7L 3-Cylinder,660 cc,52.0,130.0,15.0 sec,10000.0,Petrol,4.0,60.0
Mitsubishi,Chariot,2.0L MIVEC,"2,000 cc",140.0,185.0,10.5 sec,20000.0,Petrol,7.0,170.0
Mitsubishi,Lancer SE Limited,2.0L MIVEC,"2,000 cc",148.0,200.0,10.0 sec,20000.0,Petrol,5.0,197.0
Mitsubishi,Pajero SWB (Short Wheel Base),3.2L Diesel Turbo,"3,200 cc",189.0,180.0,10.5 sec,45000.0,Diesel,5.0,441.0
Mitsubishi,Delica Space Gear,2.4L Petrol,"2,400 cc",145.0,170.0,13.0 sec,30000.0,Petrol,7.0,206.0
Mitsubishi,i (Kei Car),0.7L 3-Cylinder,660 cc,64.0,130.0,15.5 sec,12000.0,Petrol,4.0,94.0
Mitsubishi,Dion,2.0L 4-Cylinder,"2,000 cc",135.0,180.0,11.5 sec,15000.0,Petrol,7.0,181.0
Mitsubishi,Airtrek,2.4L 4-Cylinder,"2,400 cc",160.0,190.0,11.0 sec,20000.0,Petrol,5.0,214.0
Mitsubishi,eK Space,0.7L 3-Cylinder,660 cc,52.0,130.0,15.0 sec,10000.0,Petrol,4.0,60.0
Mitsubishi,eK X,0.7L 3-Cylinder,660 cc,64.0,140.0,13.5 sec,12000.0,Petrol,4.0,94.0
Mitsubishi,Colt CZC Convertible,1.5L Turbocharged,"1,500 cc",147.0,200.0,9.5 sec,25000.0,Petrol,4.0,210.0
Mitsubishi,Galant Fortis,2.0L MIVEC,"2,000 cc",154.0,200.0,10.0 sec,18000.0,Petrol,5.0,200.0
Mitsubishi,Endeavor,3.8L V6,"3,800 cc",225.0,190.0,9.5 sec,28000.0,Petrol,5.0,343.0
Mitsubishi,Grand Lancer,1.8L MIVEC,"1,800 cc",138.0,190.0,11.5 sec,20000.0,Petrol,5.0,173.0
Mitsubishi,Sigma,3.0L V6,"3,000 cc",210.0,220.0,8.5 sec,35000.0,Petrol,5.0,270.0
Mitsubishi,Town Box,0.7L 3-Cylinder,660 cc,48.0,120.0,16.0 sec,10000.0,Petrol,4.0,60.0
Mitsubishi,Minicab MiEV,Electric Motor,16 kWh battery,64.0,100.0,,18000.0,Electric,2.0,196.0
Mazda,Mazda3,2.0L SkyActiv-G,"2,000 cc",155.0,200.0,8.9 sec,22000.0,Petrol,5.0,213.0
Mazda,Mazda3 Hatchback,2.5L SkyActiv-G,"2,500 cc",186.0,210.0,8.3 sec,24000.0,Petrol,5.0,252.0
Mazda,Mazda6,2.5L Turbocharged,"2,500 cc",250.0,240.0,6.4 sec,27000.0,Petrol,5.0,420.0
Mazda,CX-3,2.0L SkyActiv-G,"2,000 cc",146.0,180.0,9.5 sec,21000.0,Petrol,5.0,197.0
Mazda,CX-30,2.5L SkyActiv-G,"2,500 cc",186.0,204.0,8.7 sec,23000.0,Petrol,5.0,252.0
Mazda,CX-5,2.5L SkyActiv-G,"2,500 cc",187.0,200.0,8.8 sec,26000.0,Petrol,5.0,252.0
Mazda,CX-50,2.5L Turbocharged,"2,500 cc",256.0,220.0,6.9 sec,29000.0,Petrol,5.0,434.0
Mazda,CX-8,2.2L Diesel,"2,200 cc",187.0,200.0,9.2 sec,36000.0,Diesel,7.0,450.0
Mazda,CX-9,2.5L Turbocharged,"2,500 cc",250.0,210.0,7.2 sec,38000.0,Petrol,7.0,420.0
Mazda,CX-90,3.3L Inline-6 Turbo,"3,300 cc",340.0,240.0,6.2 sec,50000.0,Petrol,7.0,500.0
Mazda,MX-5 Miata,2.0L SkyActiv-G,"2,000 cc",181.0,225.0,6.5 sec,27000.0,Petrol,2.0,205.0
Mazda,MX-5 Miata RF,2.0L SkyActiv-G,"2,000 cc",181.0,225.0,6.5 sec,33000.0,Petrol,2.0,205.0
Mazda,MX-30 Electric,Electric Motor,35.5 kWh battery,143.0,140.0,9.7 sec,33000.0,Electric,5.0,271.0
Mazda,CX-4,2.0L SkyActiv-G,"2,000 cc",158.0,190.0,9.6 sec,22000.0,Petrol,5.0,202.0
Mazda,CX-7,2.3L Turbocharged,"2,300 cc",244.0,210.0,7.9 sec,28000.0,Petrol,5.0,350.0
Mazda,Tribute,3.0L V6,"3,000 cc",200.0,190.0,9.0 sec,24000.0,Petrol,5.0,270.0
Mazda,B-Series Pickup,2.5L Diesel,"2,500 cc",143.0,170.0,11.5 sec,20000.0,Diesel,5.0,330.0
Mazda,BT-50,3.2L Turbo Diesel,"3,200 cc",200.0,180.0,10.0 sec,27000.0,Diesel,5.0,470.0
Mazda,RX-7,1.3L Rotary Twin-Turbo,"1,300 cc",276.0,250.0,5.5 sec,30000.0,Petrol,4.0,314.0
Mazda,RX-3,1.2L Rotary,"1,200 cc",110.0,180.0,8.9 sec,15000.0,Petrol,4.0,145.0
Mazda,RX-Vision Concept,Rotary SkyActiv-R,,305.00583090379007,200.0,,42000.0,Petrol (Hybrid),2.0,430.9790444258173
Mazda,323F,1.6L Inline-4,"1,600 cc",105.0,180.0,10.5 sec,14000.0,Petrol,5.0,145.0
Mazda,Familia Sedan,1.5L Inline-4,"1,500 cc",100.0,175.0,11.0 sec,12000.0,Petrol,5.0,135.0
Mazda,Premacy,2.0L Inline-4,"2,000 cc",138.0,190.0,9.8 sec,18000.0,Petrol,7.0,180.0
Mazda,Demio,1.5L SkyActiv-G,"1,500 cc",108.0,180.0,10.2 sec,13000.0,Petrol,5.0,142.0
Mazda,Millenia,2.3L Miller Cycle V6,"2,300 cc",210.0,215.0,8.2 sec,25000.0,Petrol,5.0,280.0
Mazda,Eunos Cosmo,2.0L Twin-Rotor Turbo,"2,000 cc",280.0,240.0,6.0 sec,40000.0,Petrol,4.0,300.0
Mazda,Atenza,2.5L SkyActiv-G,"2,500 cc",192.0,210.0,8.5 sec,22000.0,Petrol,5.0,252.0
Mazda,Roadpacer AP,1.3L Rotary,"1,300 cc",130.0,170.0,11.5 sec,20000.0,Petrol,5.0,165.0
Mazda,626,2.0L Inline-4,"2,000 cc",140.0,190.0,9.5 sec,18000.0,Petrol,5.0,180.0
Mazda,929,3.0L V6,"3,000 cc",205.0,220.0,8.0 sec,25000.0,Petrol,5.0,270.0
Mazda,Luce,1.8L Rotary,"1,800 cc",135.0,180.0,10.5 sec,15000.0,Petrol,5.0,170.0
Mazda,Capella,1.6L Inline-4,"1,600 cc",110.0,175.0,11.2 sec,14000.0,Petrol,5.0,145.0
Mazda,Carol,660cc Inline-3,660 cc,63.0,140.0,15.5 sec,9000.0,Petrol,4.0,90.0
Mazda,Autozam AZ-1,657cc Turbocharged Inline-3,657 cc,63.0,140.0,11.0 sec,12000.0,Petrol,2.0,85.0
Mazda,Spiano,660cc Inline-3,660 cc,54.0,130.0,16.0 sec,8000.0,Petrol,4.0,80.0
Mazda,Verisa,1.5L Inline-4,"1,500 cc",113.0,170.0,11.0 sec,14000.0,Petrol,5.0,140.0
Mazda,MX-6,2.5L V6,"2,500 cc",164.0,210.0,8.8 sec,18000.0,Petrol,4.0,215.0
Mazda,MPV,3.0L V6,"3,000 cc",200.0,185.0,9.5 sec,25000.0,Petrol,7.0,265.0
Mazda,Proceed Marvie,2.6L Inline-4,"2,600 cc",120.0,160.0,12.0 sec,20000.0,Petrol,5.0,200.0
Mazda,Sentia,3.0L V6,"3,000 cc",200.0,200.0,9.0 sec,22000.0,Petrol,5.0,265.0
Mazda,Cronos,2.5L V6,"2,500 cc",160.0,190.0,8.5 sec,18000.0,Petrol,5.0,210.0
Mazda,Scrum,660cc Inline-3,660 cc,63.0,130.0,15.0 sec,9000.0,Petrol,4.0,85.0
Mazda,Parkway,1.8L Inline-4,"1,800 cc",115.0,160.0,12.5 sec,20000.0,Petrol,5.0,155.0
Mazda,Titan (Truck),3.0L Inline-4,"3,000 cc",130.0,120.0,15.0 sec,25000.0,Diesel,2.0,300.0
Mazda,CX-60,2.5L Inline-4,"2,500 cc",187.0,200.0,8.5 sec,40000.0,Petrol/Diesel,5.0,250.0
Mazda,CX-80,3.0L Inline-6,"3,000 cc",250.0,210.0,7.5 sec,45000.0,Petrol,7.0,400.0
Mazda,T1500,1.5L Inline-4,"1,500 cc",75.0,120.0,18.0 sec,15000.0,Petrol,2.0,105.0
Mazda,Bongo Van,2.0L Inline-4,"2,000 cc",100.0,160.0,14.0 sec,18000.0,Petrol/Diesel,3.0,140.0
Mazda,Bongo Friendee,2.5L Inline-4,"2,500 cc",115.0,160.0,12.5 sec,20000.0,Petrol/Diesel,7.0,160.0
Mazda,Revue,1.3L Inline-4,"1,300 cc",75.0,130.0,15.5 sec,10000.0,Petrol,5.0,110.0
Mazda,Protegé,1.8L Inline-4,"1,800 cc",125.0,185.0,9.0 sec,15000.0,Petrol,5.0,170.0
Mazda,Xedos 6,2.5L V6,"2,500 cc",170.0,215.0,8.5 sec,25000.0,Petrol,5.0,230.0
Mazda,Xedos 9,3.0L V6,"3,000 cc",200.0,220.0,7.5 sec,30000.0,Petrol,5.0,260.0
Mazda,121,1.3L Inline-4,"1,300 cc",70.0,155.0,13.0 sec,12000.0,Petrol,5.0,110.0
Mazda,1200,1.2L Inline-4,"1,200 cc",60.0,130.0,16.0 sec,10000.0,Petrol,4.0,90.0
Mazda,1500,1.5L Inline-4,"1,500 cc",85.0,145.0,14.0 sec,12000.0,Petrol,5.0,120.0
Mazda,RX-2,1.3L Inline-2 (Wankel),"1,308 cc",130.0,185.0,8.5 sec,20000.0,Petrol,4.0,220.0
Mazda,RX-5,1.6L Inline-2 (Wankel),"1,588 cc",135.0,190.0,8.0 sec,25000.0,Petrol,4.0,210.0
Mazda,RX-7 Spirit R,1.3L Inline-2 (Wankel),"1,308 cc",280.0,250.0,5.5 sec,35000.0,Petrol,2.0,290.0
Mazda,Cosmo Sport (110S),1.0L Inline-2 (Wankel),"1,000 cc",110.0,170.0,10.0 sec,30000.0,Petrol,2.0,150.0
Mazda,Eunos 500,2.0L Inline-4,"1,998 cc",135.0,200.0,9.0 sec,25000.0,Petrol,5.0,170.0
Mazda,Eunos Roadster,1.6L Inline-4,"1,590 cc",116.0,180.0,9.5 sec,15000.0,Petrol,2.0,140.0
Mazda,Familia Astina,1.8L Inline-4,"1,800 cc",135.0,200.0,8.5 sec,20000.0,Petrol,5.0,170.0
Mazda,Savanna RX-7,1.3L Inline-2 (Wankel),"1,308 cc",165.0,230.0,7.5 sec,28000.0,Petrol,2.0,230.0
Mazda,Capella Cargo,2.0L Inline-4,"2,000 cc",115.0,180.0,12.0 sec,18000.0,Petrol,4.0,160.0
Mazda,818,1.6L Inline-4,"1,600 cc",100.0,170.0,12.5 sec,14000.0,Petrol,5.0,130.0
Mazda,Sentia Hardtop Coupe,2.5L V6,"2,500 cc",160.0,210.0,8.0 sec,30000.0,Petrol,4.0,220.0
Mazda,Biante,2.0L Inline-4,"2,000 cc",150.0,185.0,10.0 sec,22000.0,Petrol,7.0,200.0
Mazda,Premacy Hydrogen RE Hybrid,1.3L Wankel + Electric,"1,308 cc",200.0,180.0,9.5 sec,40000.0,Hybrid,5.0,260.0
Mazda,Carol P360,0.36L Inline-2,360 cc,26.0,85.0,35.0 sec,8000.0,Petrol,4.0,45.0
Mazda,T2000,2.0L Inline-4,"2,000 cc",110.0,170.0,12.5 sec,18000.0,Petrol,2.0,160.0
Mazda,AZ-Offroad,1.3L Inline-4,"1,298 cc",85.0,145.0,12.0 sec,15000.0,Petrol,5.0,130.0
Mazda,Scrum Wagon,0.66L Inline-3,657 cc,64.0,120.0,15.5 sec,10000.0,Petrol,4.0,95.0
Mazda,Persona,1.5L Inline-4,"1,497 cc",92.0,160.0,13.5 sec,13000.0,Petrol,5.0,130.0
Mazda,Astina,1.8L Inline-4,"1,800 cc",140.0,190.0,8.5 sec,20000.0,Petrol,5.0,160.0
Mazda,Etude,1.6L Inline-4,"1,598 cc",105.0,170.0,10.0 sec,14000.0,Petrol,5.0,135.0
Mazda,Porter,1.5L Inline-4,"1,497 cc",95.0,130.0,14.0 sec,12000.0,Petrol,2.0,130.0
Mazda,MX-3,1.6L Inline-4,"1,598 cc",130.0,190.0,8.5 sec,18000.0,Petrol,4.0,140.0
Mazda,MX-5 Superlight Concept,1.8L Inline-4,"1,798 cc",143.0,200.0,7.5 sec,30000.0,Petrol,2.0,160.0
Mazda,Premacy Hydrogen RE,1.3L Wankel + Electric,"1,308 cc",200.0,180.0,9.5 sec,40000.0,Hybrid,5.0,260.0
Mazda,Bongo Truck,2.0L Inline-4,"1,998 cc",120.0,130.0,15.0 sec,15000.0,Petrol,2.0,150.0
Mazda,Rotary Pickup,1.3L Wankel Rotary Engine,"1,308 cc",130.0,150.0,14.5 sec,18000.0,Petrol,2.0,160.0
Mazda,Luce Rotary Coupe,1.3L Wankel Rotary Engine,"1,308 cc",135.0,175.0,12.0 sec,25000.0,Petrol,4.0,180.0
Mazda,Millenia S,2.5L V6,"2,500 cc",200.0,220.0,8.0 sec,30000.0,Petrol,5.0,250.0
Mazda,787B (Race Car),2.6L Wankel Rotary Engine,"2,620 cc",700.0,320.0,3.5 sec,5000000.0,Petrol,1.0,500.0
Toyota,Crown Signia,2.5L Hybrid I4,2487 cc,240.0,180.0,7.6 sec,42000.0,Hybrid (Gas + Electric),5.0,239.0
Toyota,4Runner (6th Gen),2.4L Turbo I4 (i-FORCE MAX Hybrid),2393 cc + Battery,326.0,180.0,6.8 sec,50000.0,Hybrid,7.0,630.0
Toyota,Corolla Cross,2.0L Gas / 2.0L Hybrid,1987 cc / Hybrid batt,305.00583090379007,190.0,8.0  9.2 sec,42000.0,Gas / Hybrid,5.0,430.9790444258173
Toyota,C-HR+ ,1.8L / 2.0L Hybrid,1798 / 1987 cc + batt,305.00583090379007,180.0,7.9  10.5 sec,42000.0,Hybrid,5.0,430.9790444258173
Toyota,RAV4 (6th Gen),2.5L Hybrid / Plug-in Hybrid,2487 cc + batt,305.00583090379007,200.0,6.0  8.1 sec,42000.0,Hybrid / Plug-in,5.0,430.9790444258173
